Station_ID,Coord_Sys,DATUM(WGS84),Lat/YCoord,Lon/XCoord,Height,Height_Units,Speed,Speed_Units,Direction(degrees),Tempertaure,Temperature_Units,Cloud_Cover(%),Radius_of_influence,Radius_of_influence_Units,date_time
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,2,C,0,-1,kilometres,2016-06-19T12:15:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,1,C,0,-1,kilometres,2016-06-19T12:35:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,2,C,0,-1,kilometres,2016-06-19T12:55:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,3,C,0,-1,kilometres,2016-06-19T13:15:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,5,C,0,-1,kilometres,2016-06-19T13:35:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,6,C,0,-1,kilometres,2016-06-19T13:55:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,7,C,0,-1,kilometres,2016-06-19T14:15:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,7,C,0,-1,kilometres,2016-06-19T14:35:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,8,C,0,-1,kilometres,2016-06-19T14:55:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,10,C,0,-1,kilometres,2016-06-19T15:15:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,9,C,0,-1,kilometres,2016-06-19T15:35:00Z
KBDN,GEOCS,WGS84,44.0948,-121.201,10,m,0,m/s,0,9,C,0,-1,kilometres,2016-06-19T15:55:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.57,m/s,240,8,C,75,-1,kilometres,2016-06-18T16:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,0,8,C,100,-1,kilometres,2016-06-18T16:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.57,m/s,260,8,C,50,-1,kilometres,2016-06-18T16:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,250,8,C,50,-1,kilometres,2016-06-18T17:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.57,m/s,250,8,C,75,-1,kilometres,2016-06-18T17:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,190,8,C,75,-1,kilometres,2016-06-18T17:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.6,m/s,210,9,C,100,-1,kilometres,2016-06-18T18:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,190,10,C,100,-1,kilometres,2016-06-18T18:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,220,11,C,100,-1,kilometres,2016-06-18T18:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,310,11,C,100,-1,kilometres,2016-06-18T19:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.14,m/s,300,11,C,100,-1,kilometres,2016-06-18T19:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,340,11,C,75,-1,kilometres,2016-06-18T19:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.66,m/s,310,12,C,75,-1,kilometres,2016-06-18T20:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,7.2,m/s,300,13,C,50,-1,kilometres,2016-06-18T20:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.66,m/s,320,12,C,50,-1,kilometres,2016-06-18T20:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,280,13,C,75,-1,kilometres,2016-06-18T21:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.09,m/s,0,12,C,75,-1,kilometres,2016-06-18T21:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.63,m/s,270,13,C,75,-1,kilometres,2016-06-18T21:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.14,m/s,280,13,C,75,-1,kilometres,2016-06-18T22:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,290,13,C,75,-1,kilometres,2016-06-18T22:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.14,m/s,300,13,C,75,-1,kilometres,2016-06-18T22:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.63,m/s,300,13,C,100,-1,kilometres,2016-06-18T23:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,7.2,m/s,290,14,C,100,-1,kilometres,2016-06-18T23:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,6.17,m/s,300,14,C,50,-1,kilometres,2016-06-18T23:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,6.17,m/s,290,14,C,25,-1,kilometres,2016-06-19T00:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,7.2,m/s,300,14,C,0,-1,kilometres,2016-06-19T00:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,6.17,m/s,290,14,C,0,-1,kilometres,2016-06-19T00:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,7.2,m/s,300,14,C,0,-1,kilometres,2016-06-19T01:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,7.72,m/s,300,14,C,0,-1,kilometres,2016-06-19T01:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,6.69,m/s,310,14,C,0,-1,kilometres,2016-06-19T01:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,6.17,m/s,290,14,C,0,-1,kilometres,2016-06-19T02:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.66,m/s,290,13,C,0,-1,kilometres,2016-06-19T02:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,5.14,m/s,300,12,C,0,-1,kilometres,2016-06-19T02:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,290,12,C,0,-1,kilometres,2016-06-19T03:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.63,m/s,290,12,C,75,-1,kilometres,2016-06-19T03:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,4.12,m/s,310,12,C,100,-1,kilometres,2016-06-19T03:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,3.6,m/s,300,10,C,25,-1,kilometres,2016-06-19T04:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.06,m/s,40,9,C,0,-1,kilometres,2016-06-19T04:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.06,m/s,350,8,C,0,-1,kilometres,2016-06-19T04:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,1.54,m/s,270,6,C,0,-1,kilometres,2016-06-19T05:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.06,m/s,340,7,C,0,-1,kilometres,2016-06-19T05:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,2.06,m/s,350,6,C,0,-1,kilometres,2016-06-19T05:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,6,C,0,-1,kilometres,2016-06-19T06:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,1.54,m/s,260,4,C,0,-1,kilometres,2016-06-19T06:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,3,C,0,-1,kilometres,2016-06-19T06:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,3,C,0,-1,kilometres,2016-06-19T07:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,3,C,0,-1,kilometres,2016-06-19T07:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,2,C,0,-1,kilometres,2016-06-19T07:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,2,C,0,-1,kilometres,2016-06-19T08:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,1.54,m/s,200,1,C,0,-1,kilometres,2016-06-19T08:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,3,C,0,-1,kilometres,2016-06-19T08:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,1,C,0,-1,kilometres,2016-06-19T09:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,1,C,0,-1,kilometres,2016-06-19T09:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T09:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T10:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T10:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T10:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T11:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T11:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T11:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,-1,C,0,-1,kilometres,2016-06-19T12:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T12:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,-1,C,0,-1,kilometres,2016-06-19T12:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,0,C,0,-1,kilometres,2016-06-19T13:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,2,C,0,-1,kilometres,2016-06-19T13:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,4,C,0,-1,kilometres,2016-06-19T13:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,5,C,0,-1,kilometres,2016-06-19T14:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,6,C,0,-1,kilometres,2016-06-19T14:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,7,C,0,-1,kilometres,2016-06-19T14:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,8,C,0,-1,kilometres,2016-06-19T15:00:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,8,C,0,-1,kilometres,2016-06-19T15:20:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,9,C,0,-1,kilometres,2016-06-19T15:40:00Z
KS39,GEOCS,WGS84,44.287,-120.904,10,m,0,m/s,0,10,C,0,-1,kilometres,2016-06-19T16:00:00Z
