"Station_Name","Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)","Lat/YCoord","Lon/XCoord","Height","Height_Units(meters,feet)","Speed","Speed_Units(mph,kph,mps,kts)","Direction(degrees)","Temperature","Temperature_Units(F,C)","Cloud_Cover(%)","Radius_of_Influence","Radius_of_Influence_Units(miles,feet,meters,km)","date_time"
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,240,21,C,0,-1,km,2018-06-21T19:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,240,21,C,75,-1,km,2018-06-21T19:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,230,21,C,75,-1,km,2018-06-21T19:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,200,20,C,75,-1,km,2018-06-21T19:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,210,20,C,100,-1,km,2018-06-21T19:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,210,20,C,100,-1,km,2018-06-21T19:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,200,20,C,100,-1,km,2018-06-21T20:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,200,20,C,100,-1,km,2018-06-21T20:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,200,20,C,100,-1,km,2018-06-21T20:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.63,mps,170,21,C,75,-1,km,2018-06-21T20:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,180,21,C,75,-1,km,2018-06-21T20:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,180,21,C,75,-1,km,2018-06-21T20:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,180,21,C,75,-1,km,2018-06-21T20:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,170,22,C,50,-1,km,2018-06-21T20:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.66,mps,180,22,C,0,-1,km,2018-06-21T20:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,170,22,C,50,-1,km,2018-06-21T20:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,180,22,C,75,-1,km,2018-06-21T20:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.66,mps,180,22.2,C,50,-1,km,2018-06-21T20:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,180,22,C,50,-1,km,2018-06-21T20:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,190,22,C,50,-1,km,2018-06-21T21:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,180,21,C,75,-1,km,2018-06-21T21:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,220,20,C,75,-1,km,2018-06-21T21:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,7.72,mps,270,19,C,75,-1,km,2018-06-21T21:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,240,18,C,75,-1,km,2018-06-21T21:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.66,mps,220,17,C,100,-1,km,2018-06-21T21:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,5.14,mps,210,17,C,100,-1,km,2018-06-21T21:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,220,17,C,100,-1,km,2018-06-21T21:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,220,17,C,100,-1,km,2018-06-21T21:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,230,17,C,100,-1,km,2018-06-21T21:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,200,17,C,0,-1,km,2018-06-21T21:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,190,16.7,C,0,-1,km,2018-06-21T21:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,180,17,C,0,-1,km,2018-06-21T21:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,170,17,C,0,-1,km,2018-06-21T22:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,140,17,C,0,-1,km,2018-06-21T22:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,100,17,C,0,-1,km,2018-06-21T22:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,90,17,C,0,-1,km,2018-06-21T22:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,100,18,C,0,-1,km,2018-06-21T22:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,90,18,C,100,-1,km,2018-06-21T22:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,110,18,C,100,-1,km,2018-06-21T22:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,70,18,C,100,-1,km,2018-06-21T22:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,18,C,100,-1,km,2018-06-21T22:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,18,C,100,-1,km,2018-06-21T22:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-21T22:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17.2,C,100,-1,km,2018-06-21T22:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-21T22:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-21T23:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,210,17,C,100,-1,km,2018-06-21T23:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,240,18,C,100,-1,km,2018-06-21T23:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,230,17,C,100,-1,km,2018-06-21T23:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,230,17,C,100,-1,km,2018-06-21T23:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,220,17,C,0,-1,km,2018-06-21T23:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,200,17,C,0,-1,km,2018-06-21T23:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,170,17,C,0,-1,km,2018-06-21T23:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,170,16,C,100,-1,km,2018-06-21T23:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,150,16,C,100,-1,km,2018-06-21T23:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,140,16,C,100,-1,km,2018-06-21T23:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,120,16.1,C,0,-1,km,2018-06-21T23:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,120,16,C,100,-1,km,2018-06-21T23:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,110,16,C,100,-1,km,2018-06-22T00:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,100,16,C,100,-1,km,2018-06-22T00:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,80,16,C,100,-1,km,2018-06-22T00:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,100,17,C,0,-1,km,2018-06-22T00:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,120,17,C,0,-1,km,2018-06-22T00:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.12,mps,110,17,C,0,-1,km,2018-06-22T00:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,4.63,mps,120,17,C,0,-1,km,2018-06-22T00:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.6,mps,110,17,C,0,-1,km,2018-06-22T00:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,3.09,mps,140,17,C,0,-1,km,2018-06-22T00:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.57,mps,150,17,C,0,-1,km,2018-06-22T00:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,160,17,C,0,-1,km,2018-06-22T00:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,160,16.7,C,0,-1,km,2018-06-22T00:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,150,17,C,0,-1,km,2018-06-22T00:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,160,17,C,100,-1,km,2018-06-22T01:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,150,17,C,100,-1,km,2018-06-22T01:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,110,17,C,75,-1,km,2018-06-22T01:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,75,-1,km,2018-06-22T01:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,140,18,C,50,-1,km,2018-06-22T01:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,160,18,C,25,-1,km,2018-06-22T01:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,18,C,0,-1,km,2018-06-22T01:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,180,18,C,0,-1,km,2018-06-22T01:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,200,18,C,0,-1,km,2018-06-22T01:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,190,17,C,0,-1,km,2018-06-22T01:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,0,-1,km,2018-06-22T01:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17.2,C,0,-1,km,2018-06-22T01:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,0,-1,km,2018-06-22T01:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,210,17,C,0,-1,km,2018-06-22T02:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,230,17,C,25,-1,km,2018-06-22T02:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,230,17,C,50,-1,km,2018-06-22T02:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,50,-1,km,2018-06-22T02:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,50,-1,km,2018-06-22T02:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,240,17,C,75,-1,km,2018-06-22T02:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,270,17,C,75,-1,km,2018-06-22T02:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-22T02:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-22T02:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-22T02:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,17,C,100,-1,km,2018-06-22T02:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16.7,C,0,-1,km,2018-06-22T02:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,0,-1,km,2018-06-22T02:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,340,16,C,0,-1,km,2018-06-22T03:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,360,16,C,0,-1,km,2018-06-22T03:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,350,16,C,0,-1,km,2018-06-22T03:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,350,16,C,0,-1,km,2018-06-22T03:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,330,16,C,0,-1,km,2018-06-22T03:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,330,16,C,0,-1,km,2018-06-22T03:25:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,0,-1,km,2018-06-22T03:30:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,100,-1,km,2018-06-22T03:35:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,100,-1,km,2018-06-22T03:40:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,100,-1,km,2018-06-22T03:45:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,240,16,C,100,-1,km,2018-06-22T03:50:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,240,15.6,C,100,-1,km,2018-06-22T03:53:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,230,16,C,100,-1,km,2018-06-22T03:55:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,2.06,mps,180,16,C,100,-1,km,2018-06-22T04:00:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,160,16,C,100,-1,km,2018-06-22T04:05:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,150,16,C,100,-1,km,2018-06-22T04:10:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,120,16,C,100,-1,km,2018-06-22T04:15:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,0,mps,0,16,C,100,-1,km,2018-06-22T04:20:00Z
KMSO,GEOGCS,WGS84,46.9208,-114.093,10,meters,1.54,mps,140,16,C,100,-1,km,2018-06-22T04:25:00Z
